Question,Tag
tem ainda envia os dois no mesmo frete? tem icloud dos dois ou ja estao desbloqueados,entrega
Disponível ainda o ap?,estoque
Ok então!,agradecimento
Tela eh original ?,original
Novo com garantia ou de vitrine?,condicao
"fala amigo, ainda disponível.... entre em contato nove sete nove oito três zero zero zero dois pego agora com vc e pago a vista",contato
"Boa noite, tem disponível ? Você pegaria meu iPhone 7 como parte do pagamento ?",estoque
"Boa noite, quero fica com o aparelho amigo pretendo compra ainda hoje, mais olhando o seu perfil vi que você não tem muitas vendas e isso me deixa inseguro poderia entra em contato no meu emaeill gostaria de sanar algumas dúvidas, Aguardo retorno. Danilohonorio237 ? gmael .com",contato
Boa tarde esse produto vem lacrado ? Ou é de vitrine ? Vem com fone carregador è um produto totalmente original ??,acessorios
Qual a porcentagem da Bateria?,condicao
Tá disponível pode me passar o Whatsapp para negociamos,contato
Disponível ? Vamos fechar hoje. Me chama CEP 1195792-6013 att Maísa,contato
Disponível ? Vamos fechar hoje. Me chama CEP 11967061431 ATT Diego,contato
Boa noite estou interessado em comprar a vista mais antes gostaria de tirar algumas duvidas e ver mais fotos tambem por gentileza me chamar no email para esclarecermos,contato
Ola! Qual cor Disponível?  Qual valor a vista?  Há algum defeito??,cor
Qual cor tem ???,cor
Está com ele ainda ?,estoque
Oie tem disponivel na cor rose ?  É original?,cor
Só tem a cor rosa?,cor
Tem na cor Red?,cor
Valor a vista?,pagamento
combinado! assim que chegar em casa efetuo o pagamento! vc é de são paulo?,entrega
Bom dia ! qual menor valor ?? é o Xs Max ????,pagamento
"Boa tarde, sem parcelamento qual o valor?",pagamento
Qual valor consegue chegar?,pagamento
Esse valor ai mesmo? 3.099?,pagamento
"Que pena, amigo. Assim é muito arriscado pra mim. Não tenho garantias. Obrigado pela atenção.",agradecimento
"Boa Noiite,Tenho interesse em comprar  Mas quero Saber a Vida da bateria tem detalhes tipo arranhoes Como q esta a aparencia dele e IOS 12 C/256 GB Prata a cor..Consegue Fazer Dois,#$-eNovecentos%^*@#$Pra nois fechar",especificacoes-tecnicas
Você tem ele na cor coral ou Red??,cor
Como esta a bateria ?,especificacoes-tecnicas
1900 eu compro agora :),oferta
Sou do Piauí vc pode pedir o valor da torna,pagamento
Qual o menor valor q faz para mim?,pagamento
Pra pagamento avista quanto fica boleto,pagamento
É na cor dourada?,cor
Esse aparelho e original.pq nas opinião do pov muitos falam q nao e.o q vc me diz?,original
Boa tarde !  Produto e original? Qual cor vcs tem ?,cor
Vc tem o iPhone x na cor vermelha por esse mesmo. Valor?,cor
Tem como retirar em com vc ?,entrega
"PERFEITO CHAMA EU NO GMAIO Bom dia, me chamo MILENA vou estar finalizando a compra pagamento avista dentro da politica do mercado livre me chama urgente no emeill para retirar algumas duvidas certeza que vo compra  MILLEROBERTAS Gmeio com",contato
Quer cor tem?,cor
Boa tarde a NF vem em nome da Fast Shop . Att,nf
"Boa tarde,  è possível estar retirando o produto? Caso seja qual prazo para que possa retirar após aprovação do pagamento?",entrega
Mas a caixa vem aberta? To mt enteressado preciso de mais informações,especificacoes-tecnicas
Olá fone de ouvido e tudo já vem incluso?,acessorios
Fui finalizei agora só vai em 6 e em 10..???,pagamento
Então estou tentando mais não estou conseguindo por gentileza me chame no WhatsApp e passe o login da venda pra concretizar a compra,contato
Poderia me passar o seu contato por favor ?,contato
"Ola, tens a pronta entrega  na cor prata ?",cor
Qual valor do 8 plus ?,pagamento
Qual o valor do x 64 gb? E 8 plus 64 gb?,pagamento
Valor iPhone 7 plus com menos gb?,pagamento
qual o valor do iphone 8 plus,pagamento
boa noite qual o valor do iphone 7 plus 128 gigas?,pagamento
Qual é o valor do 8 plus ?,pagamento
Tem nf? consegue abaixar o valor?,nf
Quero comprar me chamaa carlaindustrial Ä Gmail. Cm.oi,contato
Paraná,entrega
"EU GOSTO DE ESTE PRODUTO. PODE ASSEGURAR-ME QUE ESTÁ EM UMA CONDIÇÃO PERFEITA? POR FAVOR, RESP0NDE-ME EM: SOUZBAM @ PRIMARK22. COM, PORQUE POSSO CONCLUIR E FAZER O PAGAMENTO HOJE.",contato
Qual cor disponível,cor
esse valor é o preço de 3 unidades é isso,pagamento
"Olá amigo, tem o de 512 gb na cor Gold?",cor
IPhone xs não tenho a senha interessa?,oferta
Qual o valor do frete para 23090-260?,frete
Olá amigo?  Tem na cor Gold de 512 gb,cor
E novo  e o valor,pagamento
Olha o frete para cep 75170000,frete
Passa seu contato,contato
eu queria a cor vermelha,cor
Quanto é o frete 73840000,frete
Oi qual o valor do frete para 31235172?  A vista vc consegue fazer por quanto?,frete
Faz um menos qual valor minimo?,pagamento
Ta quebrado e,especificacoes-tecnicas
Se puder fazer neste valor efetuarei o pagamento hoje,agradecimento
Boa noite poderia chama no meu CEP 11966407138,contato
Gente vem com celular,acessorios
Vc vaz por 1200 ou 1100?,oferta
1500 eu pago à vista o restante eu passo no cartão !,oferta
A resistencia à água ainda funciona?,especificacoes-tecnicas
"ah ta, mais o produto é conservado ? esse de 32 gb",especificacoes-tecnicas
Está disponível o produto??,estoque
"Oi, Boa noite tudo amig tenho dúvidas 013-99729-1646 zap",contato
Poderia me chama mo whatsapp CEP 1193292-2925,contato
Poderia me chama no WhatsApp CEP 11-94563-3954 Att Ricardo,contato
Algum contato pra mais imagens do aparelho?,contato
Está com muitas marcas de uso ?,condicao
Boa noite me chama no cep 11958376456 agradeço,contato
Da pra deixar também frete grátis ?,frete
"Faz 2.000,00 a vista?  E qual é a melhor saúde de bateria que tem?",especificacoes-tecnicas
E novo?,condicao
Qual estado dele?,entrega
"Foi sem querer, me desculpa!! Era para outra venda de celular pois não consegui mais perguntar nada",agradecimento
Aceita pagamento via depósito?,pagamento
os dois juntos e quanto??,oferta
Não é recondicionado?,condicao
"tem preto ainda, e tudo funcionando 100%? sem riscos aparentes?",agradecimento
Esse e meu ZAP só chamar,contato
"Mas o frete não é 11,90 como está no anuncio? Cep 04470260",frete
Obrigado! Devo pegar amanhã pela parte da tarde! A compra acredito que até o horário de almoço efetuo,agradecimento
isto esta a venda ainda ?,estoque
Entrega em qualquer lugar,entrega
tem q cor? frete para 36420000,frete
qual o frete para 36052330? e o tempo ?,frete
Tire o frete gratis que eu me assumo no frete,frete
É verdade que tudo é recauchutagem????? Não quero ser enganado pf,especificacoes-tecnicas
Tu n baixa o preço não?,pagamento
750 + o frete 86.90 = 845.90 qual seria meu desconto pagamento à vista,oferta
O que seria os brindes?,brinde
olá estou interessado em compra me chama no souzadanet302ªgmcom,contato
boa noite. Quero comprar mais queria utilizar o pagamento em 2 cartões tem como?,pagamento
"Nossa , esperei meu cartão virar pra comprar o que estava no valor mais baixo, quando entro 699 que isso subiu de um dia para o outro",pagamento
". Que lindo, irei ficar, vou fazer o pagamento a vista, ok? Me contate aqui pf rafadefantii g meiu gratoooo",contato
Amigo me chama no zap lá perdi seu contato,contato
Ficou mais caro dessa forma não consegue fazer com frete grátis e parcelamento sem juros nesse valor não?,frete
"OLHA O GOLPE!!!! Se comprar vcs cancelam e depois tentam enviar link do mercado pago alegando que deu problema pela plataforma do mercado livre né parabéns muito bem elaborado VEJAM A MENSAGEM DO VENDEDOR: ""Olá, Muito Obrigado por realizar sua compra, devido a um erro ocorrido na realização do processamento da compra, O mercado livre, cancelou e devolveu o valor referente a sua compra e nos alegou que foi um erro na emissão da (etiqueta eletrônica), Com isso sua mercadoria encontra-se retida aguardando confirmação de pagamento para envio a agência dos Correios para o envio. Pedimos que entre em contato com vendedor no watts App :(48 9193 9064) atenciosamente Que Enviaremos uma solicitação de pagamento referente a mesma compra no seu end digital (gmail hotmail yahoo Outlook) via link mercado pago realizando um novo pagamento ,para que a sua mercadoria retida esteja sendo liberada para o envio,O envio após a confirmação de pagamento é imediato o link expira após 4 horas, Peço desculpas pelo inconveniente"" Apos receber a mercadoria, entra em contato para nós informar por gentileza! Para mais informações ,entre em contato com nosso suporte via WhatsApp :(48 9193 9064) atenciosamente",contato
Quantos de memoria RAM?,especificacoes-tecnicas
O frete não saiu grátis pra mim,frete
Pode me chamar no whatsapp?   Esse valor é pra pagamento avista ou tem desconto ?,contato
"Quero saber se vem o imei informando na nota , pois assim essa nota será válido para este aparelho !",especificacoes-tecnicas
Avista pelo boleto consegue um desconto?,oferta
Boa noite ! Faz por 1800,oferta
Parcela no cartão,pagamento
É novo zero sem uso ou é de vitrine?,condicao
Cep 58540000 faz envio ?,frete
bom dia. faça por 1200 que compro a vista,oferta
"Blz vô comprar, mas antes mande seu email para eu tirar algumas dúvidas",contato
Quantos GB de memória?,especificacoes-tecnicas
Poxa amigo...eu tinha interesse...mas so o frete tão me cobrando quase 100! Por isso que se vc fizesse hj por 1800 eu comprava na hora!,frete
Sem o parcelamento 5500??,oferta
1400 aceita ?,oferta
180.00 fico com ele,oferta
Não entendi 12 de quanto?,pagamento
vem com carregador? qual a saúde da bateria?,acessorios
Ele vem com os acessórios e a caixa ?,acessorios
"ola,acabei de efetuar o pagamento , escolhi na cor dourada, e paguei frete expresso, reconhecendo o pagamento, em quanto tempo me enviam ? aguardo ansioso pela compra",frete
"Olá tudo bem ? estou interessado, me chama no cep 14- 998835-683",contato
Amanhã pego o dinheiro aí vou efetuar o pagamento,pagamento
Está todo original ou foi trocado peças?,original
oii n teria como fazer 12x sem juros?,pagamento
disponivel?,estoque
O Frete é Gratis?,frete
Bom dia entrega em mãos após o pagamento? Sou de natal,entrega
Após o pagamento pode ser marcado um lugar de entrega? .. e que moro em natal mesmo e quero economizar no frete?!,entrega
Boa tarde estou bem interessada...está funcionando certinho né? Me chama pra combinar a entrega alinnesilvadantas Gmeio com,contato
Boa tarde! Seu modelo é o A1921 ou A2101? Obrigado,especificacoes-tecnicas
"Olá , boa noite ... qual o defeito dele ? E tem como me enviar mais fotos dele ?",fotos
"Quero fechar com voce mas tenho duvidas em relaçao ao seu produto, queria esclarece-las antes de finalizar a compra por aqui mesmo. pagamento a vista. (hardviny(@) outlook). obrigado",contato
"Olá , tudo bom ? Tenho real interesse em seu produto, Gostaria de esclarecer algumas dúvidas, me chama no email para melhor contato souzaheloisa115 \a/(g:m:4:il, cm aguardo atenciosamente seu retorno",contato
O aparelho é original,original
Vc trabalha  com celular  usado,condicao
Siim,agradecimento
olá bom dia efetuei o pagamento confirme pra mim por favor,pagamento
efetuarei o pagamento amanhã ao amanhecer,pagamento
Posso efetuar o pagamento,pagamento
Pode me passar o Whatsapp de vocês ?,contato
Oiie esse iphone 6s e original ta em perfeito estado ele usado ne tem garantia,especificacoes-tecnicas
Onde fica a loja de vocês ?,contato
E desbloqueado,especificacoes-tecnicas
"Olá, Bom Dia tudo amig tenho dúvidas 013-99729-1646 zap",contato
Parcela no cartão?,pagamento
Truncado e na tela ou película?,especificacoes-tecnicas
Ok muito obrigada,agradecimento
Para pagamento à vista quanto fica?,pagamento
O frete express tem um acréscimo de quanto? Caso seja normal sem esse express demora quantos dias?,frete
Vocês aceita pagamento com cartão de débito?,pagamento
"Olá!   Gostaria de saber se tem na cor dourada, se o produto vem com nf e qual o desconto para pagamento a vista.  Obrigada!",cor
Olá! Teria como faZer o pagamento metade a vista e o resto no cartão de crédito de 10 vezes?,pagamento
"certo vou efetuar o pagamento, e peço um uber para buscar o aparelho, pois amanhã esse horário para mim não estarei disponivel",pagamento
"ótimo me passe seu whatsapp, amanhã por esse horario ja faço pagamento e já vou retirar",contato
"S1-S1-S9S5-S4-S8-S0-C0-C2-C7-C3 (RETIRE TODOS OS ""C s "" e me chame para esclarece dúvidas, espero vc!!!) Pagamento avista via mercado pago! Obrigada!!!! juliadantasspaz19 (A) GM CM",contato
SAUDE DA BATERIA?,especificacoes-tecnicas
"Novo, tem nf? Tem o verde?",cor
Boa tarde! Seu modelo é o A1921 ou A2101? Obrigado,especificacoes-tecnicas
Tem o jet Black né ?,cor
Produto ainda está disponível?,estoque
Poderia me chama no WhatsApp CEP 11 99186-4111 att Gabriel portela,contato
Não encontrado seu emailss,contato
Manda seu emailsss,contato
Aceita pagamento por boleto bancário?,pagamento
Fecha 550 para pagamento a vista? Levo agora!,oferta
Bom dia .. é novo ou usado???,condicao
Que dia chega pra mim se eu compra pra 84350-000??,entrega
ainda tem ele em pronta entrega ?,estoque
Saude   da bateria?,condicao
É possivel abaixar o valor?  Pagamento avista,pagamento
"Boa noite, gostaria de parcelar, porém preciso de cartão de crédito, e não trabalho cm este cartão. Gostaria de saber se teria outra forma de eu estar parcelando?",pagamento
frete para o cep 69057-001,entrega
Faz por 250 compro agora !,oferta
Poderia me passar seu contato certeza que irei comprar hoje,contato
Oi quero saber a saúde da bateria,especificacoes-tecnicas
Ou pra retirada em mãos onde seria,entrega
Bom dia amigo !,agradecimento
Desculpa amigo a mi já ignorância.. eu vou fazer o pagamento pelo site correto? Depois de pagar não libera o valor pra vc? Não aparece notificação de pagamento efetuado?,pagamento
Como funciona o pagamento por boleto?,pagamento
Ainda está disponível? Tenho interesse.,estoque
faço o pagamento agora,pagamento
Bom dia! A digital dele funciona?,especificacoes-tecnicas
